fare_amount,passenger_count,distance_m,pickup_time
6.5,1,989,20
12.5,1,4491,12
5.3,1,909,12
9.3,1,1559,12
10.9,2,3536,16
6.0,1,1409,07
5.7,1,1252,15
5.7,1,1974,16
10.9,1,3608,07
22.5,6,7267,18
5.7,2,1422,21
20.5,1,7029,19
5.3,2,875,20
4.1,2,810,06
7.5,1,1686,20
9.5,1,3145,14
15.5,1,3648,22
8.5,1,3085,01
32.33,1,9766,11
6.5,1,1560,13
7.0,3,1798,23
11.0,1,3537,20
8.1,5,1331,08
9.0,1,1882,09
8.1,1,2965,09
8.1,1,2749,15
45.0,1,19009,19
5.3,1,846,19
21.5,1,8739,23
8.0,3,1260,00
7.5,5,1674,12
6.5,2,1659,21
9.3,1,2746,00
12.0,2,3613,03
8.1,1,1780,13
9.0,3,2527,03
5.0,1,749,09
9.7,5,1653,09
12.5,1,4289,21
14.0,6,1989,15
5.5,5,1213,20
7.7,1,2279,18
8.9,1,3639,01
18.5,3,5334,23
39.33,1,12230,21
13.3,1,6060,00
14.5,5,3751,12
6.5,1,1166,12
9.5,1,2095,16
3.7,1,830,20
12.9,1,3386,12
5.0,1,961,17
6.1,1,959,19
10.5,1,4092,08
34.0,1,9547,00
4.5,2,1311,16
9.3,1,891,18
8.5,1,1993,04
11.3,1,4987,03
4.5,1,1014,20
7.5,1,2311,09
4.9,1,1257,19
5.3,1,822,11
8.1,1,2489,13
27.7,1,10375,16
4.7,3,526,16
6.9,1,984,13
11.0,1,2461,15
8.5,1,3083,20
3.8,1,543,20
6.9,5,1820,03
8.1,1,2081,17
4.1,1,981,14
9.3,1,3329,20
5.0,1,754,17
22.9,1,7943,10
12.1,1,3448,10
6.5,1,1417,14
12.9,3,4726,19
43.83,6,10851,15
6.5,1,1477,12
30.83,1,9457,21
5.3,5,1628,11
8.1,1,2635,12
15.0,5,3186,18
4.1,5,991,14
19.7,2,8582,21
6.5,1,1278,21
24.25,1,8267,14
14.0,1,4324,18
12.1,3,5213,00
5.7,2,2143,21
5.3,1,1526,02
8.9,1,2371,14
8.5,5,1964,23
9.0,1,3381,23
4.9,2,822,14
8.1,1,2359,15
19.3,1,8799,15
10.0,1,1921,22
7.3,1,1063,15
7.0,1,1683,19
4.5,1,876,04
8.5,3,3387,19
41.33,1,10124,08
9.3,6,2821,14
10.5,6,2864,08
4.9,1,1344,09
8.1,1,1004,20
8.1,1,2331,10
6.5,1,2166,00
8.5,2,3282,23
7.0,1,1565,09
6.1,1,1893,21
4.9,1,1098,11
36.0,1,8634,22
7.5,1,851,12
3.3,5,471,10
17.0,1,4386,11
3.3,3,539,20
7.7,2,855,12
5.7,1,1314,09
16.5,2,7377,16
8.1,1,2267,08
9.7,1,2962,18
8.5,1,2326,03
5.7,1,2069,16
12.1,1,4975,13
6.5,1,2218,07
10.5,1,2973,18
6.5,4,1716,14
8.5,1,2567,13
8.1,1,2440,10
8.5,1,1218,10
4.9,1,1242,22
5.3,1,1343,15
7.0,1,1055,21
21.5,5,5002,08
4.9,3,1137,16
9.7,4,3000,13
6.5,1,1818,23
18.5,5,8055,18
11.3,1,4462,14
9.0,1,2028,22
5.0,1,716,07
6.5,1,1332,11
8.9,1,2859,21
4.9,1,1326,03
7.0,1,1346,12
7.5,6,1298,18
4.5,1,600,17
5.7,2,1206,13
10.5,1,3171,21
6.0,1,838,03
7.3,1,3430,07
16.1,1,5344,22
4.1,1,1277,21
9.5,1,2379,04
12.5,1,2175,11
5.7,4,811,17
15.5,1,6265,00
8.9,4,3230,19
15.0,1,5325,08
11.3,1,3981,09
4.9,5,1745,21
4.1,2,979,12
11.3,1,3175,18
8.9,4,1482,23
15.3,1,6800,11
8.1,1,2081,18
10.0,1,2012,22
13.5,1,3637,19
25.54,1,6351,19
20.1,1,9568,02
6.5,5,2235,07
7.7,1,2291,09
6.5,1,1510,03
15.0,1,5820,07
57.33,1,22021,15
9.0,1,2026,19
6.1,1,1777,06
11.7,1,4041,08
13.5,1,4634,00
3.3,1,673,09
8.1,1,2902,15
4.0,6,612,10
4.9,4,1220,19
8.6,2,2441,20
16.0,1,4451,15
10.5,4,2191,07
7.5,1,1489,03
5.7,5,896,15
35.5,2,14247,15
3.7,1,963,19
5.0,1,621,11
10.1,1,3733,13
10.9,1,3530,21
55.0,6,18644,23
19.8,2,8192,03
5.3,1,1379,22
2.9,2,335,21
10.9,2,2736,15
7.3,1,2143,10
25.5,2,7127,09
8.1,5,2358,15
8.0,1,2133,18
30.67,1,10075,11
6.2,1,1469,00
6.1,1,1149,18
17.0,2,7090,00
5.3,1,2416,21
7.3,1,1319,09
6.5,1,1287,16
5.0,2,1046,15
25.3,1,6964,18
14.5,1,2724,19
6.9,5,2252,20
6.1,1,1150,17
35.83,1,9933,07
10.0,5,3220,08
5.7,1,1708,23
6.5,5,1133,07
21.5,1,5029,08
13.7,1,6257,19
8.9,1,2030,13
16.5,1,3812,13
4.1,1,1541,16
10.9,1,4205,17
9.5,1,2229,21
5.0,2,1269,23
19.5,1,6298,00
24.0,1,5695,14
5.0,1,780,15
6.1,5,1510,02
5.0,1,772,09
5.7,2,1510,00
11.3,1,2747,10
4.0,1,700,22
12.0,1,3631,06
7.5,1,1765,16
8.5,1,2334,07
5.7,1,983,22
40.33,2,10681,07
20.5,1,3448,15
7.3,4,2763,01
8.9,1,2224,17
8.5,1,2330,20
7.7,1,2675,12
8.1,1,1962,21
9.7,1,2080,14
10.5,1,3893,12
8.9,1,3301,06
17.0,1,3170,08
7.5,1,1905,18
4.0,1,412,21
8.9,1,3015,23
4.9,1,1255,20
14.5,1,3815,18
47.83,6,14573,10
14.1,2,2026,21
7.0,1,2076,07
4.5,1,472,03
9.5,1,1655,09
6.5,1,1308,02
8.5,1,1768,15
9.3,1,2846,07
8.0,3,2328,03
6.1,5,1176,00
10.5,1,2560,18
52.5,1,23747,14
8.5,2,1940,18
18.1,1,7666,10
12.1,3,3827,18
8.0,1,1579,17
26.2,1,2152,23
11.7,1,4292,02
12.5,1,5244,08
12.0,1,4134,22
6.1,2,1830,01
4.5,1,900,18
4.1,1,925,12
11.7,1,5297,20
5.0,1,895,18
8.0,1,1469,15
9.5,1,3018,20
16.9,1,6843,20
6.1,6,1464,07
6.9,5,1012,23
34.8,1,9564,09
11.0,2,1492,17
20.5,2,9813,01
27.450000000000006,1,11156,22
6.5,2,2392,19
15.0,1,4717,00
10.0,1,1652,16
5.7,1,961,15
43.7,1,19199,22
10.1,2,3449,15
6.9,1,2053,17
15.5,1,7103,00
5.3,1,998,14
6.1,1,2112,21
6.9,1,3418,03
9.3,1,3781,01
13.8,1,4839,22
15.5,1,6164,00
12.5,1,1902,20
7.3,1,2081,13
9.0,1,2053,23
6.1,2,883,18
12.5,1,5297,10
13.7,1,4129,17
5.7,2,1194,13
3.7,1,518,13
3.7,1,610,10
7.7,1,3246,02
8.9,2,3303,21
10.5,2,2374,21
5.3,1,1711,15
14.0,1,2361,18
8.5,1,2029,16
52.0,1,20833,08
14.5,1,2366,13
10.0,2,2199,16
10.9,1,5087,22
5.3,1,699,18
7.7,2,949,23
16.1,1,7180,16
9.5,1,2416,07
11.0,1,986,21
4.5,2,638,15
8.0,1,1668,23
13.0,1,4907,02
13.7,3,2544,19
4.9,1,1587,23
7.0,1,1077,08
6.5,5,1677,19
7.7,1,2263,07
6.9,2,2336,18
4.5,1,1196,09
3.7,1,846,14
5.7,5,1179,22
6.1,2,1655,21
14.5,1,2276,19
8.9,1,2199,16
6.9,1,2948,18
32.1,5,10473,10
5.3,2,1316,13
16.1,2,7041,23
5.5,2,1888,06
9.0,1,1469,18
16.0,1,5754,20
8.0,1,1901,12
12.9,2,2766,13
10.0,1,2233,09
5.5,1,956,15
8.9,1,2043,08
8.5,1,3215,17
17.5,1,6214,09
6.5,1,863,20
5.7,1,1413,07
12.1,1,3990,16
21.0,1,4139,02
49.57,1,20547,12
8.5,1,2115,10
6.9,4,1536,18
6.5,1,1244,08
9.5,2,2727,18
13.5,1,2928,10
5.0,1,1311,11
11.7,1,5334,22
9.3,1,1604,02
8.9,1,3051,19
13.0,1,2188,17
8.9,1,3042,19
4.5,1,562,10
6.5,1,1594,16
8.0,1,1933,17
12.9,1,5007,08
11.3,1,2392,02
4.1,1,1110,11
11.3,1,5371,04
5.3,2,1510,09
8.5,4,1972,17
12.9,1,4391,09
4.5,1,941,13
10.9,1,3579,13
5.7,1,1802,13
6.9,1,2251,16
18.0,1,2529,12
14.9,1,5902,09
18.0,1,7090,04
5.7,1,661,08
6.1,1,1585,18
3.3,1,527,18
3.7,2,579,10
8.5,1,3088,08
14.5,1,5098,13
5.3,1,1414,15
28.67,1,8982,16
11.5,6,5119,01
18.5,5,5855,20
5.0,1,698,19
4.9,1,863,19
10.5,1,2319,13
17.3,1,7338,22
4.5,5,826,11
14.1,2,5821,10
4.5,1,371,11
49.8,1,20956,09
8.5,5,2351,15
23.0,4,8223,21
5.7,5,769,02
9.0,1,2352,05
11.3,1,4945,11
12.5,1,2158,15
4.5,1,1197,14
9.5,2,1267,11
11.5,1,3099,14
4.5,1,1305,15
4.9,1,1783,10
10.0,1,1820,09
5.0,2,1081,19
8.5,1,1896,15
14.5,1,5242,23
7.5,5,1887,21
9.7,1,3661,13
14.0,1,4095,13
10.9,1,4872,20
7.5,1,1326,12
9.5,1,2541,22
3.7,1,533,15
20.0,2,6340,11
6.0,2,1796,21
24.8,1,7849,06
7.5,1,2202,20
12.5,1,4042,22
4.5,4,977,20
5.7,1,1727,17
4.5,1,714,19
7.7,1,3052,20
10.5,1,2031,15
5.7,4,1283,18
21.0,1,7739,17
13.0,2,2828,22
4.9,2,509,15
6.5,2,1332,18
13.7,1,4945,14
10.5,1,3186,17
8.0,4,1002,19
9.7,1,2585,19
7.7,4,2484,06
8.1,5,1391,08
2.9,1,405,21
9.5,3,3182,20
11.3,5,2963,10
14.1,1,5746,11
65.0,1,19280,15
11.7,1,4424,08
14.5,1,4910,09
8.1,1,1975,14
3.7,1,760,22
8.1,1,2188,10
5.3,1,1456,21
13.0,5,1791,16
4.9,1,1464,08
8.5,2,2420,10
6.9,1,1957,16
6.9,5,2418,07
6.5,1,1613,06
6.5,1,1732,10
4.0,1,530,20
5.7,1,1769,20
17.3,1,5788,15
9.0,1,2589,22
10.0,5,2916,22
11.0,2,2697,10
29.0,2,9109,21
3.5,1,444,01
9.5,1,2869,07
5.5,1,1419,14
13.0,2,4339,23
4.1,1,1051,16
6.5,6,1665,11
44.5,1,18581,11
12.0,1,2226,17
6.5,2,1480,23
10.0,6,2077,11
10.5,4,2924,07
9.5,3,2299,14
9.5,1,1729,13
8.0,1,1113,23
6.0,4,1293,18
15.5,1,5689,22
10.0,6,1633,17
8.0,1,2729,22
5.7,1,2194,20
30.9,5,14909,01
10.1,5,3871,20
6.1,1,1720,10
9.5,1,2675,03
10.5,1,1210,12
6.0,1,1326,16
5.3,1,1274,15
4.5,1,744,11
18.5,1,6464,23
11.5,1,3898,18
27.0,2,5399,14
6.0,1,1199,15
21.3,2,9853,01
7.3,1,1813,18
7.3,1,2781,22
10.5,1,2322,18
10.5,1,4124,14
11.7,1,3659,19
5.7,1,1531,11
11.0,1,2561,11
8.5,1,3166,05
12.9,2,4935,21
4.1,1,612,11
8.5,1,1596,07
4.1,1,381,22
6.1,1,1691,23
8.2,1,2064,21
8.0,1,975,11
5.7,2,1967,17
9.3,2,2462,18
5.7,1,1372,11
7.0,1,790,02
5.7,1,1545,00
7.7,1,1525,19
10.5,1,2227,08
36.5,1,10268,08
32.5,1,10534,03
5.5,1,1386,11
5.0,1,1537,21
16.0,1,3464,14
4.0,5,810,15
5.0,1,1090,15
16.0,5,4072,18
12.0,1,2356,19
24.5,4,7003,09
4.9,5,1532,06
3.3,1,329,16
12.5,4,4170,00
15.7,2,6259,00
11.3,5,5636,20
7.3,1,1334,08
7.0,1,1713,22
16.1,1,5610,21
8.9,1,2535,10
6.5,1,1631,18
15.7,1,6874,07
10.0,1,2896,00
5.3,1,2440,08
6.1,1,2460,19
4.0,1,504,14
9.3,5,3326,07
6.9,1,1497,19
5.0,2,881,20
15.7,1,5869,08
6.1,1,1370,02
32.1,1,10133,15
7.5,2,716,01
26.5,1,8794,16
14.5,1,2789,08
6.9,1,2407,15
5.3,1,1369,15
7.5,1,1950,21
10.1,1,3061,12
4.1,1,569,11
10.5,1,3436,18
9.0,2,2159,17
4.9,1,1286,20
58.54,1,14516,15
25.0,1,4348,12
6.5,1,1286,20
11.0,1,2341,02
7.7,5,2029,21
14.5,1,5318,08
6.1,1,1677,07
4.0,1,488,08
4.9,1,1509,20
6.9,1,1153,14
11.7,5,3604,23
11.3,1,3312,07
7.7,2,1495,13
16.5,1,7983,23
6.9,1,1691,01
57.33,1,19627,07
9.7,5,2333,09
3.3,1,564,20
5.5,1,1204,19
7.7,1,2408,13
57.33,1,20203,00
7.3,2,1636,19
9.7,2,1499,16
14.9,4,4192,10
13.0,1,3301,13
9.5,5,1975,23
7.3,4,1769,07
37.7,1,13701,14
10.5,1,2360,18
9.3,2,3061,18
22.1,5,8026,22
7.7,1,1653,20
7.7,1,3577,03
11.5,1,978,15
5.5,1,943,12
9.3,1,3161,15
12.9,2,1554,07
36.8,1,11000,12
15.3,1,5073,14
7.3,1,2161,04
10.0,1,3349,22
9.5,1,1330,14
7.5,2,1551,17
9.5,1,2226,23
6.9,1,2182,23
14.9,1,5089,09
10.9,1,3002,16
8.9,1,2941,15
6.5,2,1208,22
10.9,1,3816,11
8.9,1,3378,02
10.5,1,2557,18
5.5,5,1254,12
11.3,1,3267,15
10.0,1,2827,19
9.4,2,1152,21
8.9,1,2817,09
9.0,2,2848,02
6.9,2,2189,16
7.3,3,2052,17
4.9,2,855,20
11.5,2,3445,17
12.1,1,4087,09
9.0,2,2299,16
6.9,1,1293,17
5.3,1,1518,08
8.9,1,2241,09
49.15,1,20891,10
7.0,1,1737,19
6.5,2,1704,23
11.0,1,1445,16
15.7,5,5057,18
5.3,1,1957,08
16.1,1,6857,01
8.0,1,2071,21
7.0,6,1109,18
3.7,3,603,18
7.5,4,1953,21
20.9,1,8680,21
8.1,1,2467,10
8.5,2,1772,02
19.5,1,5726,21
6.0,2,1325,17
12.1,2,3258,10
10.1,1,3788,22
10.5,3,2522,16
13.3,1,4203,20
8.5,2,1565,20
8.5,1,1854,23
5.7,1,1317,10
14.1,6,4340,06
4.5,1,1034,07
12.9,1,3510,12
91.7,1,20618,23
4.5,2,866,12
7.3,1,1760,17
10.7,1,4197,18
39.07,1,11420,18
8.0,1,1673,11
5.7,2,1035,18
5.3,1,874,13
11.7,1,2441,15
13.0,1,5046,20
17.0,3,5143,17
12.5,1,5674,21
9.3,1,1467,09
3.3,2,526,14
5.7,1,2010,19
16.1,2,8031,00
5.3,1,1237,10
3.5,1,574,07
21.0,1,7390,23
12.0,1,3946,21
12.1,5,5078,20
7.0,1,1023,10
10.5,1,2524,21
6.5,2,1191,16
17.7,1,8328,22
7.5,1,1806,03
11.7,1,4681,17
10.5,2,4873,21
5.3,1,1251,23
34.33,1,7797,14
6.5,1,1543,18
18.0,3,6683,22
11.5,1,1851,00
5.7,2,1285,18
43.33,1,10187,15
7.3,1,1524,19
10.1,2,3096,21
6.0,1,1005,01
12.9,1,4125,12
52.0,5,19979,18
4.1,1,441,05
19.0,1,3901,16
9.7,2,1806,21
34.67,2,9844,12
28.9,2,13668,02
13.5,4,3533,11
13.3,2,3747,08
9.7,1,3062,07
8.9,5,2275,21
6.0,1,1037,08
10.0,1,3286,02
14.5,1,2882,13
7.5,5,1129,19
10.9,1,4055,09
3.5,5,441,18
8.5,1,3462,20
9.7,2,3901,19
18.5,1,2379,16
5.5,1,878,18
4.5,1,1250,04
6.0,1,1474,17
6.1,1,1200,11
10.5,1,3861,08
16.5,1,7141,20
6.5,1,1258,17
6.9,1,2409,05
5.5,1,1299,23
12.1,4,4168,02
7.0,1,1097,19
4.0,1,769,13
8.1,6,2479,08
13.7,1,4890,10
9.7,1,2171,17
6.5,1,2433,22
10.0,1,2573,13
9.5,3,3092,10
7.7,5,2230,08
9.0,2,2832,06
7.7,1,1898,12
8.9,1,2876,21
10.0,1,978,12
5.5,1,1435,07
16.0,1,3916,21
7.7,1,1963,22
57.33,1,20988,19
6.5,1,2367,08
12.1,1,5512,01
10.5,1,2757,17
14.0,5,4205,22
5.7,1,1095,02
12.9,1,6321,16
5.7,1,1346,09
10.5,2,3208,15
8.9,2,2046,15
9.7,2,2649,01
10.5,1,3681,19
9.0,1,2259,13
8.9,1,3266,15
5.7,1,2346,16
5.3,1,1601,21
4.9,1,939,13
6.5,1,1463,15
16.0,1,2737,23
8.5,1,2946,09
4.1,2,858,17
6.1,1,1390,18
6.1,2,1716,06
5.7,1,1825,14
32.44,2,13655,20
4.5,2,999,17
9.0,4,975,22
6.9,1,1389,20
4.5,1,1153,02
5.7,1,1469,12
8.9,1,1907,11
18.1,4,5155,20
10.3,1,2378,18
11.0,1,2843,16
12.0,1,3128,08
11.5,6,3401,20
24.9,2,5846,20
3.3,1,304,13
4.1,1,585,21
12.0,1,2536,18
12.5,1,3165,23
14.0,2,2953,22
12.1,1,1935,17
5.3,1,1397,14
9.7,1,1771,18
7.0,1,1578,11
5.3,1,1284,12
10.5,5,3851,22
17.0,1,7749,06
5.3,3,844,00
16.0,2,3733,10
5.5,1,883,05
11.0,2,5475,02
29.83,1,10733,00
6.1,2,1212,09
57.33,1,21823,13
17.0,1,3545,19
16.0,1,6632,11
49.57,1,20065,18
7.0,1,1228,20
8.0,1,1608,23
13.0,5,3842,21
9.0,4,1692,23
7.3,1,2034,01
8.5,5,1237,13
4.5,1,468,04
9.0,6,2754,03
67.5,1,17762,11
16.1,1,5847,18
7.7,2,1591,23
11.5,1,3053,16
9.0,1,1665,13
12.5,6,3533,12
16.5,1,5904,08
4.1,1,496,19
7.3,2,2266,21
13.0,1,4266,16
9.3,1,3073,09
10.5,5,4920,21
13.0,1,1922,18
14.1,4,6128,23
18.0,1,4897,20
6.0,1,627,19
5.5,3,533,01
12.5,1,3340,07
4.5,1,1202,00
7.7,1,1714,13
6.5,3,1296,18
9.0,1,1805,16
5.5,1,1124,04
9.5,1,2342,21
9.0,2,2463,19
6.0,1,873,10
6.5,5,1694,17
14.5,1,3307,12
9.5,6,1578,07
5.5,1,744,09
6.9,5,2140,00
33.3,1,12849,19
10.5,1,4456,19
7.0,2,1475,10
4.9,1,903,08
9.3,1,2516,20
12.5,1,4380,15
31.7,2,9125,02
6.1,1,2029,17
30.5,1,8545,14
4.5,1,778,09
15.5,1,5396,01
9.0,1,1902,12
4.9,2,1080,16
20.5,1,6197,15
20.0,1,7210,23
9.0,2,3275,02
5.5,1,1108,18
17.3,2,5398,15
6.9,1,2157,15
7.5,1,1968,17
78.95,1,16162,12
20.1,1,9710,00
8.0,3,1450,18
9.7,5,2203,15
8.5,1,2716,15
11.5,3,2729,22
10.5,2,2999,09
5.7,1,1385,12
52.0,1,19728,16
27.83,1,6407,17
11.5,1,3830,02
7.0,2,1724,18
14.0,2,5291,09
7.7,2,2469,23
10.5,1,2381,07
4.9,2,644,21
8.0,3,2240,11
4.0,1,831,10
5.3,1,1027,08
13.0,1,2686,14
8.0,1,2192,15
11.5,1,4822,00
5.3,1,1183,11
6.5,1,763,11
16.0,1,5832,18
4.1,2,981,11
10.1,1,2428,11
5.3,3,918,01
12.5,1,3990,00
3.3,1,492,10
7.1,3,1302,17
15.5,2,5584,12
11.0,1,1315,20
12.0,1,2377,17
7.7,1,2200,16
5.3,5,1484,23
14.9,1,6415,14
9.5,2,2663,02
2.9,1,279,21
10.9,2,3064,22
18.0,2,3889,18
10.5,2,3400,15
8.5,5,2557,13
10.1,5,3116,16
24.0,6,9629,23
5.0,1,805,16
4.9,1,947,16
46.83,1,9344,16
5.7,1,1813,00
15.7,1,6593,09
4.9,2,1698,15
22.0,6,3818,08
57.33,2,20841,14
9.0,2,2338,19
14.5,1,5139,17
4.9,1,1231,20
11.7,1,2960,19
4.0,1,811,18
13.5,2,2964,17
6.5,1,1758,17
8.5,1,1819,01
9.5,1,2075,17
25.0,1,8967,04
10.9,1,2914,18
4.5,1,1133,02
5.0,2,1046,12
8.5,1,2868,14
4.5,4,1201,21
14.5,2,4235,18
4.5,1,997,22
8.9,1,3284,12
10.0,1,2637,16
7.7,1,1931,15
4.5,1,969,12
4.5,2,1313,14
15.0,1,4532,00
10.0,4,1374,20
7.0,1,1035,19
46.83,5,9888,13
8.5,2,4179,00
6.0,1,1637,01
6.9,1,1204,14
12.5,2,2770,13
4.9,1,744,09
15.5,1,5700,10
14.0,4,4779,16
8.9,1,1129,09
8.9,1,2693,18
12.0,2,1449,08
5.3,1,1020,14
6.5,1,1882,07
13.0,1,3533,18
30.9,1,10704,16
24.5,5,6133,22
8.9,1,2517,16
69.0,1,18312,17
11.5,1,3885,21
5.3,1,1073,11
7.7,1,3051,09
8.1,2,3288,01
7.7,1,2881,21
12.0,2,4147,13
8.1,1,3684,07
4.9,1,1373,18
4.7,1,632,17
8.1,2,1900,18
17.5,1,1753,12
12.5,3,2982,17
10.5,2,2663,20
6.1,1,1696,12
6.1,3,786,22
13.5,1,3054,22
17.5,1,5583,20
4.1,1,833,20
5.5,1,1301,12
9.0,2,947,08
8.5,3,1431,21
8.5,6,1648,14
5.7,1,461,11
9.0,1,2466,19
7.3,1,2695,22
8.5,1,1687,22
6.0,1,1064,23
4.1,1,840,07
16.5,3,5004,23
22.1,1,8522,21
16.9,1,8061,00
10.5,1,2196,10
5.5,1,1758,18
6.5,6,1176,22
4.9,1,470,07
20.9,1,8883,22
22.5,1,3279,15
11.5,2,2399,10
15.7,1,5126,07
8.0,1,775,14
9.0,1,2885,22
5.7,2,640,16
7.0,6,2583,06
7.0,3,1276,23
10.1,1,3387,10
5.0,1,1511,11
9.7,1,2566,12
8.5,2,2134,03
52.0,2,22299,07
10.5,2,2763,22
9.0,1,2148,08
3.7,1,631,09
8.5,1,3165,06
4.5,5,861,13
8.5,1,2538,18
4.0,1,982,09
12.1,1,5933,07
24.0,1,9226,05
9.3,1,2779,18
5.0,1,1648,07
6.0,2,1054,17
6.5,2,1509,18
11.0,2,1132,10
5.3,3,1094,02
6.1,1,1968,08
6.9,1,1195,12
7.3,1,3426,07
18.1,1,4038,16
9.7,1,3191,01
6.0,1,1738,12
5.5,1,1417,20
5.7,1,1474,14
13.5,1,6214,21
28.1,1,13092,22
5.3,1,1170,15
6.1,5,1540,00
7.3,1,1882,15
4.5,2,1228,17
7.3,2,2565,21
27.450000000000006,1,9947,09
4.9,6,1333,18
11.5,1,3080,18
6.5,1,2503,00
10.5,1,3753,00
5.0,1,1445,22
12.5,1,3336,00
16.5,1,4812,12
29.33,5,8835,23
11.3,1,4815,01
8.1,1,2509,03
4.5,1,1124,00
5.7,3,1587,00
6.9,1,2180,17
8.9,1,2895,07
11.3,1,4320,18
6.5,2,839,20
7.7,1,2396,23
4.5,1,1098,18
11.3,2,4217,09
8.5,1,2235,18
4.0,5,861,22
7.3,1,2168,17
10.9,5,4034,08
11.0,1,1056,12
3.5,1,701,06
12.0,1,2521,08
19.5,1,6374,20
15.5,1,5219,23
9.3,1,3023,00
7.7,1,2329,20
9.3,1,4297,07
6.9,1,789,16
6.5,2,1326,22
10.1,1,3278,18
6.1,2,498,12
10.1,1,3056,10
16.0,2,6803,01
10.9,5,2714,09
6.5,1,984,22
32.27,1,8885,09
40.5,1,18245,19
22.5,1,6324,20
6.5,2,1509,17
15.0,2,5431,16
10.0,1,2670,17
15.0,1,6245,20
33.7,1,14152,01
16.9,1,5991,13
7.3,1,2143,14
10.0,5,3258,18
10.9,1,3080,21
17.7,3,6899,18
9.0,2,2517,08
8.1,1,1554,15
5.3,1,995,20
5.5,3,2524,08
12.0,1,2432,10
5.0,1,883,06
6.5,1,1857,16
5.7,1,1979,17
7.3,2,1919,23
37.83,1,10435,10
4.0,1,862,11
15.0,1,4293,19
4.5,5,1423,01
5.3,1,1170,21
5.0,6,1144,16
5.0,1,799,08
9.0,1,1639,20
10.1,1,3943,07
14.5,1,5178,08
8.9,1,3359,01
6.9,1,1893,20
33.47,1,13126,00
52.0,1,20856,05
9.3,1,2351,08
6.1,5,2462,09
15.7,1,6536,19
6.9,1,3409,13
11.5,1,2755,10
10.5,1,3534,11
20.9,1,2751,03
6.9,4,2951,22
6.1,5,1314,11
8.0,2,3010,21
3.5,1,448,19
6.5,1,1425,19
8.9,1,2946,19
15.0,1,3258,16
6.5,1,914,07
7.5,3,3192,19
12.9,1,5714,03
9.3,4,1260,23
11.0,1,3445,06
6.1,1,1954,02
6.9,4,2747,21
9.0,1,1321,14
4.1,1,443,19
6.1,1,1072,17
7.7,2,2927,04
7.5,1,1761,22
4.5,5,488,11
11.7,1,4200,00
38.5,1,14181,14
26.0,1,9497,23
10.0,1,1644,13
24.0,6,5673,16
17.5,1,6339,17
4.9,6,973,21
7.0,1,1444,13
8.1,2,1976,22
6.5,1,1694,10
39.7,1,19538,18
6.1,2,2264,18
12.1,2,2674,02
10.1,6,2693,18
7.0,2,1467,08
17.5,1,5906,23
6.1,1,1731,11
8.5,2,2243,10
6.5,5,2508,19
8.9,1,3182,15
8.9,1,1850,22
8.0,1,1940,09
11.5,1,3213,00
5.5,3,1728,23
19.5,1,6031,11
5.0,1,691,08
7.0,1,1452,18
11.3,1,3634,17
14.9,1,7192,21
5.3,1,1109,11
5.0,1,982,23
8.1,1,2931,00
4.5,1,724,20
42.5,1,18380,19
8.0,1,936,08
6.5,2,1868,10
4.5,1,920,12
5.7,1,1922,08
7.3,1,1944,01
8.1,1,2336,13
11.3,5,5201,00
4.1,1,1317,06
4.5,1,1048,20
4.1,1,664,15
12.0,1,2617,16
15.5,1,6601,19
6.1,1,1933,19
9.3,2,4412,08
17.3,2,3703,20
3.3,2,639,16
10.5,1,1176,14
9.7,1,2719,10
8.1,4,2009,18
8.5,1,2610,16
9.7,2,4069,00
8.0,1,2094,12
5.7,1,1182,21
4.9,2,812,11
11.7,3,3557,10
4.1,1,899,12
7.3,6,2571,08
5.0,1,1129,13
4.5,1,871,15
6.1,1,1617,12
6.1,1,1668,05
10.5,1,4769,07
11.0,1,3015,18
7.5,1,2175,21
4.9,1,1189,14
18.5,1,7388,13
6.9,1,2497,20
9.3,5,3706,11
4.1,2,1014,03
11.0,1,3548,18
4.9,1,1234,08
14.0,1,4032,07
17.7,1,7121,10
3.3,1,663,14
20.5,3,5946,13
5.5,1,1345,10
4.9,1,1295,17
6.9,3,2167,21
9.3,1,2287,08
3.5,1,529,21
9.3,1,2185,11
10.9,5,3122,13
19.0,1,4886,19
5.5,1,852,16
11.0,1,4661,19
16.1,1,3706,21
9.5,5,2042,09
13.5,2,3293,14
6.5,3,691,12
7.0,1,1885,01
11.0,4,2935,22
4.9,2,970,22
9.5,1,2480,03
5.7,1,1865,15
8.5,5,2523,13
6.1,5,1467,17
5.7,1,1242,20
4.9,2,674,16
10.5,1,1875,09
8.1,2,1778,00
9.3,2,2059,18
5.4,3,1750,20
6.5,5,1793,23
7.7,4,1351,14
15.0,1,4752,20
6.9,1,2254,20
8.5,3,2125,12
6.5,5,2479,06
5.5,6,1349,02
4.9,6,1358,19
4.9,1,1111,14
11.5,1,1731,18
8.1,1,2721,20
28.5,1,2531,11
8.9,1,3125,10
8.5,4,1968,19
11.3,5,3756,21
8.5,1,2945,20
4.9,1,819,20
5.5,2,1425,21
6.5,1,964,19
21.5,1,9148,20
6.0,1,1505,21
7.7,1,3005,11
18.0,1,5042,20
4.1,1,907,22
7.3,1,1842,13
21.0,1,7456,01
8.5,1,2194,09
4.5,2,1056,20
9.5,1,4138,18
36.0,2,12468,17
4.5,1,1160,06
160.0,1,33598,03
